UF,Total,Forca_de_Trabalho,ocupados,Desocupados,Trimestre_ID,Ano,Trimestre,Trimestre_Ano,Taxa_Desocupacao,Nivel_Ocupacao,Taxa_Participacao,Fora_da_Forca
Santa Catarina,5991,3813,3538,275,26,2018,2,T2/2018,7.2,59.1,63.6,2178
Rio Grande do Sul,9451,5806,5244,562,26,2018,2,T2/2018,9.7,55.5,61.4,3645
Mato Grosso do Sul,2131,1327,1172,155,26,2018,2,T2/2018,11.7,55.0,62.3,804
Mato Grosso,2705,1779,1597,182,26,2018,2,T2/2018,10.2,59.0,65.8,926
Goiás,5684,3511,3055,456,26,2018,2,T2/2018,13.0,53.7,61.8,2173
Distrito Federal,2481,1552,1310,242,26,2018,2,T2/2018,15.6,52.8,62.6,929
Rondônia,1383,816,720,96,26,2018,2,T2/2018,11.8,52.1,59.0,567
Acre,666,334,276,58,26,2018,2,T2/2018,17.4,41.4,50.2,332
Amazonas,3072,1839,1529,310,26,2018,2,T2/2018,16.9,49.8,59.9,1233
Roraima,407,236,191,45,26,2018,2,T2/2018,19.1,46.9,58.0,171
Pará,6604,3706,3293,413,26,2018,2,T2/2018,11.1,49.9,56.1,2898
Amapá,648,353,299,54,26,2018,2,T2/2018,15.3,46.1,54.5,295
Tocantins,1207,671,586,84,26,2018,2,T2/2018,12.5,48.6,55.6,536
Maranhão,5336,2410,1993,417,26,2018,2,T2/2018,17.3,37.4,45.2,2926
Piauí,2613,1319,1144,174,26,2018,2,T2/2018,13.2,43.8,50.5,1294
Ceará,7328,3612,3097,515,26,2018,2,T2/2018,14.3,42.3,49.3,3716
Rio Grande do Norte,2809,1405,1154,251,26,2018,2,T2/2018,17.9,41.1,50.0,1404
Paraíba,3169,1514,1252,262,26,2018,2,T2/2018,17.3,39.5,47.8,1655
Pernambuco,7576,3678,2969,709,26,2018,2,T2/2018,19.3,39.2,48.5,3898
Alagoas,2569,1124,896,228,26,2018,2,T2/2018,20.3,34.9,43.8,1445
Sergipe,1835,990,785,206,26,2018,2,T2/2018,20.8,42.8,54.0,845
Bahia,11993,6246,4925,1321,26,2018,2,T2/2018,21.1,41.1,52.1,5747
Minas Gerais,17318,10605,9162,1443,26,2018,2,T2/2018,13.6,52.9,61.2,6713
Espírito Santo,3267,2086,1790,296,26,2018,2,T2/2018,14.2,54.8,63.9,1181
Rio de Janeiro,14609,8104,6537,1567,26,2018,2,T2/2018,19.3,44.7,55.5,6505
São Paulo,38091,23411,19798,3613,26,2018,2,T2/2018,15.4,52.0,61.5,14680
Paraná,9342,5851,5234,617,26,2018,2,T2/2018,10.5,56.0,62.6,3491
Santa Catarina,6011,3784,3531,253,26,2018,2,T2/2018,6.7,58.7,63.0,2227
Rio Grande do Sul,9387,5711,5111,601,26,2018,2,T2/2018,10.5,54.4,60.8,3676
Mato Grosso do Sul,2137,1329,1171,157,26,2018,2,T2/2018,11.8,54.8,62.2,808
Mato Grosso,2713,1780,1599,181,26,2018,2,T2/2018,10.2,58.9,65.6,933
Goiás,5708,3541,3062,479,26,2018,2,T2/2018,13.5,53.6,62.0,2167
Distrito Federal,2471,1581,1333,248,26,2018,2,T2/2018,15.7,53.9,64.0,890
Rondônia,1404,845,751,94,26,2018,2,T2/2018,11.1,53.5,60.2,559
Acre,669,358,301,57,26,2018,2,T2/2018,15.9,45.0,53.5,311
Amazonas,3035,1878,1583,295,26,2018,2,T2/2018,15.7,52.2,61.9,1157
Roraima,416,246,210,36,26,2018,2,T2/2018,14.6,50.5,59.1,170
Pará,6635,3839,3419,420,26,2018,2,T2/2018,10.9,51.5,57.9,2796
Amapá,658,371,312,59,26,2018,2,T2/2018,15.9,47.4,56.4,287
Tocantins,1214,719,638,81,26,2018,2,T2/2018,11.3,52.6,59.2,495
Maranhão,5325,2502,2138,365,26,2018,2,T2/2018,14.6,40.2,47.0,2823
Piauí,2559,1366,1199,167,26,2018,2,T2/2018,12.2,46.9,53.4,1193
Ceará,7389,3858,3300,558,26,2018,2,T2/2018,14.5,44.7,52.2,3531
Rio Grande do Norte,2846,1507,1272,235,26,2018,2,T2/2018,15.6,44.7,53.0,1339
Paraíba,3145,1615,1362,254,26,2018,2,T2/2018,15.7,43.3,51.4,1530
Pernambuco,7555,3996,3221,775,26,2018,2,T2/2018,19.4,42.6,52.9,3559
Alagoas,2602,1274,1014,260,26,2018,2,T2/2018,20.4,39.0,49.0,1328
Sergipe,1847,1056,863,193,26,2018,2,T2/2018,18.3,46.7,57.2,791
Bahia,12004,6614,5242,1372,26,2018,2,T2/2018,20.7,43.7,55.1,5390
Minas Gerais,17361,10785,9440,1344,26,2018,2,T2/2018,12.5,54.4,62.1,6576
Espírito Santo,3261,2099,1817,282,26,2018,2,T2/2018,13.4,55.7,64.4,1162
Rio de Janeiro,14540,8360,6719,1641,26,2018,2,T2/2018,19.6,46.2,57.5,6180
São Paulo,38322,24246,20657,3589,26,2018,2,T2/2018,14.8,53.9,63.3,14076
Paraná,9421,6040,5432,608,26,2018,2,T2/2018,10.1,57.7,64.1,3381
Santa Catarina,6010,3790,3585,204,26,2018,2,T2/2018,5.4,59.7,63.1,2220
Rio Grande do Sul,9418,5863,5356,507,26,2018,2,T2/2018,8.6,56.9,62.3,3555
Mato Grosso do Sul,2121,1354,1225,129,26,2018,2,T2/2018,9.5,57.8,63.8,767
Mato Grosso,2731,1851,1653,197,26,2018,2,T2/2018,10.6,60.5,67.8,880
Goiás,5700,3580,3125,456,26,2018,2,T2/2018,12.7,54.8,62.8,2120
Distrito Federal,2491,1625,1389,235,26,2018,2,T2/2018,14.5,55.8,65.2,866
Rondônia,1409,845,749,96,26,2018,2,T2/2018,11.4,53.2,60.0,564
Acre,668,366,300,66,26,2018,2,T2/2018,18.0,44.9,54.8,302
Amazonas,3052,1869,1540,329,26,2018,2,T2/2018,17.6,50.5,61.2,1183
Roraima,418,252,215,36,26,2018,2,T2/2018,14.3,51.4,60.3,166
Pará,6658,3772,3250,523,26,2018,2,T2/2018,13.9,48.8,56.7,2886
Amapá,655,368,312,56,26,2018,2,T2/2018,15.2,47.6,56.2,287
Tocantins,1238,759,629,130,26,2018,2,T2/2018,17.1,50.8,61.3,479
Maranhão,5391,2578,2131,448,26,2018,2,T2/2018,17.4,39.5,47.8,2813
Piauí,2621,1399,1188,212,26,2018,2,T2/2018,15.2,45.3,53.4,1222
Ceará,7377,3686,3129,557,26,2018,2,T2/2018,15.1,42.4,50.0,3691
Rio Grande do Norte,2869,1517,1281,235,26,2018,2,T2/2018,15.5,44.6,52.9,1352
Paraíba,3145,1610,1350,260,26,2018,2,T2/2018,16.1,42.9,51.2,1535
Pernambuco,7548,4149,3260,888,26,2018,2,T2/2018,21.4,43.2,55.0,3399
Alagoas,2588,1291,1029,261,26,2018,2,T2/2018,20.2,39.8,49.9,1297
Sergipe,1848,1092,867,226,26,2018,2,T2/2018,20.7,46.9,59.1,756
Bahia,11965,6638,5195,1442,26,2018,2,T2/2018,21.7,43.4,55.5,5327
Minas Gerais,17348,10942,9418,1523,26,2018,2,T2/2018,13.9,54.3,63.1,6406
Espírito Santo,3266,2120,1842,278,26,2018,2,T2/2018,13.1,56.4,64.9,1146
Rio de Janeiro,14631,8401,6751,1650,26,2018,2,T2/2018,19.6,46.1,57.4,6230
São Paulo,38413,24419,20840,3579,26,2018,2,T2/2018,14.7,54.3,63.6,13994
Paraná,9443,6057,5486,571,26,2018,2,T2/2018,9.4,58.1,64.1,3386
Santa Catarina,5953,3794,3552,241,26,2018,2,T2/2018,6.4,59.7,63.7,2159
Rio Grande do Sul,9506,5925,5359,566,26,2018,2,T2/2018,9.6,56.4,62.3,3581
Mato Grosso do Sul,2141,1379,1233,146,26,2018,2,T2/2018,10.6,57.6,64.4,762
Mato Grosso,2703,1812,1627,184,26,2018,2,T2/2018,10.2,60.2,67.0,891
Goiás,5749,3643,3137,505,26,2018,2,T2/2018,13.9,54.6,63.4,2106
Distrito Federal,2483,1658,1410,248,26,2018,2,T2/2018,15.0,56.8,66.8,825
Rondônia,1442,868,782,86,26,2018,2,T2/2018,9.9,54.2,60.2,574
Acre,680,389,326,64,26,2018,2,T2/2018,16.5,47.9,57.2,291
